Entry number,Entry ID,Source,Street field,Authoritative locality field(s),Lookup street,Lookup locality,Lookup key,Duplicate lookup reused,Review category,Status,Hydrants pill,Query attempted,Matched official address,Method used,Score,Latitude,Longitude,Manual override,Notes / unresolved reason,Fallback address when grey
623,BLACKWOOD MAIN-438,BLACKWOOD MAIN,VIEW ROAD,BLACKWOOD,VIEW ROAD,BLACKWOOD,VIEW ROAD|BLACKWOOD,No,Accepted,Accepted,Active,"1 VIEW ROAD, BLACKWOOD SA","1 VIEW ROAD, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.014280437199005,138.6174608308721,No,,
625,BLACKWOOD MAIN-440,BLACKWOOD MAIN,WADE STREET,EDEN HILLS,WADE STREET,EDEN HILLS,WADE STREET|EDEN HILLS,No,Accepted,Accepted,Active,"2 WADE STREET, EDEN HILLS SA","2 WADE STREET, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 2,100,-35.024496297195185,138.60500715515983,No,,
627,CORO STREETS-103,CORO STREETS,WALSH COURT,COROMANDEL VALLEY,WALSH COURT,COROMANDEL VALLEY,WALSH COURT|COROMANDEL VALLEY,No,Accepted,Accepted,Active,"1 WALSH COURT, COROMANDEL VALLEY SA","1 WALSH COURT, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.047885740709766,138.62278000142373,No,,
628,BLACKWOOD MAIN-442,BLACKWOOD MAIN,WARATAH CLOSE,BELAIR,WARATAH CLOSE,BELAIR,WARATAH CLOSE|BELAIR,No,Accepted,Accepted,Active,"1 WARATAH CLOSE, BELAIR SA","1 WARATAH CLOSE, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-35.00747608990558,138.61331197745844,No,,
629,BLACKWOOD MAIN-443,BLACKWOOD MAIN,WARD AVENUE,EDEN HILLS,WARD AVENUE,EDEN HILLS,WARD AVENUE|EDEN HILLS,No,Accepted,Accepted,Active,"1 WARD AVENUE, EDEN HILLS SA","1 WARD AVENUE, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.022155662919296,138.58473784579908,No,,
630,BLACKWOOD PARK-54,BLACKWOOD PARK,WARRIPARINGA AVENUE,CRAIGBURN FARM,WARRIPARINGA AVENUE,CRAIGBURN FARM,WARRIPARINGA AVENUE|CRAIGBURN FARM,No,Accepted,Accepted,Active,"1 WARRIPARINGA AVENUE, CRAIGBURN FARM SA","1 WARRIPARINGA AVENUE, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.040588647030546,138.61711448530778,No,,
632,BLACKWOOD MAIN-445,BLACKWOOD MAIN,WATCHMAN DRIVE,COROMANDEL VALLEY,WATCHMAN DRIVE,COROMANDEL VALLEY,WATCHMAN DRIVE|COROMANDEL VALLEY,Yes,Accepted,Accepted,Active,"1 WATCHMAN DRIVE, COROMANDEL VALLEY SA","1 WATCHMAN DRIVE, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.038910107356806,138.62406754595094,No,,
633,CORO STREETS-104,CORO STREETS,WATCHMAN DRIVE,COROMANDEL VALLEY,WATCHMAN DRIVE,COROMANDEL VALLEY,WATCHMAN DRIVE|COROMANDEL VALLEY,Yes,Accepted,Accepted,Active,"1 WATCHMAN DRIVE, COROMANDEL VALLEY SA","1 WATCHMAN DRIVE, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.038910107356806,138.62406754595094,No,,
634,BLACKWOOD PARK-55,BLACKWOOD PARK,WATERHOUSE COURT,CRAIGBURN FARM,WATERHOUSE COURT,CRAIGBURN FARM,WATERHOUSE COURT|CRAIGBURN FARM,No,Accepted,Accepted,Active,"1 WATERHOUSE COURT, CRAIGBURN FARM SA","1 WATERHOUSE COURT, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.037345593110224,138.60699201587198,No,,
635,BLACKWOOD MAIN-446,BLACKWOOD MAIN,WATTLE AVENUE,HAWTHORNDENE,WATTLE AVENUE,HAWTHORNDENE,WATTLE AVENUE|HAWTHORNDENE,No,Accepted,Accepted,Active,"2 WATTLE AVENUE, HAWTHORNDENE SA","2 WATTLE AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 2,100,-35.022103719979015,138.6221011854641,No,,
636,BLACKWOOD MAIN-447,BLACKWOOD MAIN,WATTLE GROVE,BELAIR,WATTLE GROVE,BELAIR,WATTLE GROVE|BELAIR,No,Accepted,Accepted,Active,"2 WATTLE GROVE, BELAIR SA","2 WATTLE GROVE, BELAIR, SOUTH AUSTRALIA, 5052",No. 2,100,-34.999413193630396,138.61975023375484,No,,
637,BLACKWOOD PARK-56,BLACKWOOD PARK,WATTLEWOOD COURT,CRAIGBURN FARM,WATTLEWOOD COURT,CRAIGBURN FARM,WATTLEWOOD COURT|CRAIGBURN FARM,No,Accepted,Accepted,Active,"1 WATTLEWOOD COURT, CRAIGBURN FARM SA","1 WATTLEWOOD COURT, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.042791063276916,138.61257107901193,No,,
638,BLACKWOOD PARK-57,BLACKWOOD PARK,WATTS TERRACE,CRAIGBURN FARM,WATTS TERRACE,CRAIGBURN FARM,WATTS TERRACE|CRAIGBURN FARM,No,Accepted,Accepted,Active,"1 WATTS TERRACE, CRAIGBURN FARM SA","1 WATTS TERRACE, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.03692951592742,138.6194366193584,No,,
639,BLACKWOOD MAIN-448,BLACKWOOD MAIN,WEEMALA DRIVE,MITCHAM,WEEMALA DRIVE,MITCHAM,WEEMALA DRIVE|MITCHAM,No,Accepted,Accepted,Active,"1 WEEMALA DRIVE, MITCHAM SA","1 WEEMALA DRIVE, MITCHAM, SOUTH AUSTRALIA, 5062",No. 1,100,-34.986144974344064,138.61945849943257,No,,
640,BLACKWOOD MAIN-449,BLACKWOOD MAIN,WENTWORTH CLOSE,BLACKWOOD,WENTWORTH CLOSE,BLACKWOOD,WENTWORTH CLOSE|BLACKWOOD,No,Accepted,Accepted,Active,"1 WENTWORTH CLOSE, BLACKWOOD SA","1 WENTWORTH CLOSE, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.02045969034093,138.61113090762586,No,,
641,BLACKWOOD MAIN-450,BLACKWOOD MAIN,WESTERN AVENUE,BLACKWOOD,WESTERN AVENUE,BLACKWOOD,WESTERN AVENUE|BLACKWOOD,No,Accepted,Accepted,Active,"1 WESTERN AVENUE, BLACKWOOD SA","1 WESTERN AVENUE, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.00681470685058,138.620645537928,No,,
647,BLACKWOOD MAIN-451,BLACKWOOD MAIN,WILLORA ROAD,EDEN HILLS,WILLORA ROAD,EDEN HILLS,WILLORA ROAD|EDEN HILLS,No,Accepted,Accepted,Active,"1 WILLORA ROAD, EDEN HILLS SA","1 WILLORA ROAD, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.0260723740826,138.5909185220353,No,,
648,BLACKWOOD MAIN-452,BLACKWOOD MAIN,WILLOW AVENUE,HAWTHORNDENE,WILLOW AVENUE,HAWTHORNDENE,WILLOW AVENUE|HAWTHORNDENE,No,Accepted,Accepted,Active,"1 WILLOW AVENUE, HAWTHORNDENE SA","1 WILLOW AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.01762328560396,138.61931707944098,No,,
649,BLACKWOOD MAIN-453,BLACKWOOD MAIN,WILLOWIE STREET,EDEN HILLS,WILLOWIE STREET,EDEN HILLS,WILLOWIE STREET|EDEN HILLS,No,Accepted,Accepted,Active,"1 WILLOWIE STREET, EDEN HILLS SA","1 WILLOWIE STREET, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.022815267106495,138.59475571780715,No,,
650,BLACKWOOD MAIN-454,BLACKWOOD MAIN,WILLUNGA CLOSE,EDEN HILLS,WILLUNGA CLOSE,EDEN HILLS,WILLUNGA CLOSE|EDEN HILLS,No,Accepted,Accepted,Active,"1 WILLUNGA CLOSE, EDEN HILLS SA","1 WILLUNGA CLOSE, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.02563583991988,138.59784312079336,No,,
651,BLACKWOOD MAIN-455,BLACKWOOD MAIN,WILLUNGA STREET,EDEN HILLS,WILLUNGA STREET,EDEN HILLS,WILLUNGA STREET|EDEN HILLS,No,Accepted,Accepted,Active,"1 WILLUNGA STREET, EDEN HILLS SA","1 WILLUNGA STREET, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.026346497613446,138.60082272438976,No,,
653,BLACKWOOD MAIN-457,BLACKWOOD MAIN,WILPENA STREET,EDEN HILLS,WILPENA STREET,EDEN HILLS,WILPENA STREET|EDEN HILLS,No,Accepted,Accepted,Active,"1 WILPENA STREET, EDEN HILLS SA","1 WILPENA STREET, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.02198578104262,138.60785690140546,No,,
654,BLACKWOOD PARK-59,BLACKWOOD PARK,WIN GILCHRIST AVENUE,CRAIGBURN FARM,WIN GILCHRIST AVENUE,CRAIGBURN FARM,WIN GILCHRIST AVENUE|CRAIGBURN FARM,No,Accepted,Accepted,Active,"1 WIN GILCHRIST AVENUE, CRAIGBURN FARM SA","1 WIN GILCHRIST AVENUE, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.04040382266417,138.60976082363186,No,,
656,BLACKWOOD MAIN-459,BLACKWOOD MAIN,WINDING WAY,BELAIR,WINDING WAY,BELAIR,WINDING WAY|BELAIR,No,Accepted,Accepted,Active,"1 WINDING WAY, BELAIR SA","1 WINDING WAY, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-34.99690143227036,138.62027695651597,No,,
659,BLACKWOOD MAIN-461,BLACKWOOD MAIN,WITTA WIRRA WAY,EDEN HILLS,WITTA WIRRA WAY,EDEN HILLS,WITTA WIRRA WAY|EDEN HILLS,No,Accepted,Accepted,Active,"1 WITTA WIRRA WAY, EDEN HILLS SA","1 WITTA WIRRA WAY, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.01732336848973,138.60743388663815,No,,
660,BLACKWOOD MAIN-462,BLACKWOOD MAIN,WOLSELEY ROAD,BLACKWOOD,WOLSELEY ROAD,BLACKWOOD,WOLSELEY ROAD|BLACKWOOD,No,Accepted,Accepted,Active,"1 WOLSELEY ROAD, BLACKWOOD SA","1 WOLSELEY ROAD, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 1,100,-35.02805883577575,138.61711252855318,No,,
662,BLACKWOOD MAIN-464,BLACKWOOD MAIN,WONOKA STREET,EDEN HILLS,WONOKA STREET,EDEN HILLS,WONOKA STREET|EDEN HILLS,No,Accepted,Accepted,Active,"2 WONOKA STREET, EDEN HILLS SA","2 WONOKA STREET, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 2,100,-35.02062174519921,138.60307423738797,No,,
663,BLACKWOOD MAIN-465,BLACKWOOD MAIN,WOODBURN AVENUE,HAWTHORNDENE,WOODBURN AVENUE,HAWTHORNDENE,WOODBURN AVENUE|HAWTHORNDENE,No,Accepted,Accepted,Active,"1 WOODBURN AVENUE, HAWTHORNDENE SA","1 WOODBURN AVENUE, HAWTHORNDENE, SOUTH AUSTRALIA, 5051",No. 1,100,-35.02165170966625,138.63415568323785,No,,
666,BLACKWOOD MAIN-466,BLACKWOOD MAIN,WOODLARK GROVE,GLENALTA,WOODLARK GROVE,GLENALTA,WOODLARK GROVE|GLENALTA,No,Accepted,Accepted,Active,"1 WOODLARK GROVE, GLENALTA SA","1 WOODLARK GROVE, GLENALTA, SOUTH AUSTRALIA, 5052",No. 1,100,-35.00953210533046,138.6325612840119,No,,
667,BLACKWOOD MAIN-467,BLACKWOOD MAIN,WOODLEIGH ROAD,BLACKWOOD,WOODLEIGH ROAD,BLACKWOOD,WOODLEIGH ROAD|BLACKWOOD,No,Accepted,Accepted,Active,"2 WOODLEIGH ROAD, BLACKWOOD SA","2 WOODLEIGH ROAD, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 2,100,-35.02181340875099,138.61281638488413,No,,
668,BLACKWOOD PARK-61,BLACKWOOD PARK,WOODS VIEW,CRAIGBURN FARM,WOODS VIEW,CRAIGBURN FARM,WOODS VIEW|CRAIGBURN FARM,No,Accepted,Accepted,Active,"1 WOODS VIEW, CRAIGBURN FARM SA","1 WOODS VIEW, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.03686529879918,138.60456119299766,No,,
669,BLACKWOOD MAIN-468,BLACKWOOD MAIN,WOODWORTH STREET,BLACKWOOD,WOODWORTH STREET,BLACKWOOD,WOODWORTH STREET|BLACKWOOD,No,Accepted,Accepted,Active,"2 WOODWORTH STREET, BLACKWOOD SA","2 WOODWORTH STREET, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 2,100,-35.026041777556095,138.61313675897827,No,,
670,BLACKWOOD PARK-62,BLACKWOOD PARK,WREN COURT,CRAIGBURN FARM,WREN COURT,CRAIGBURN FARM,WREN COURT|CRAIGBURN FARM,No,Accepted,Accepted,Active,"1 WREN COURT, CRAIGBURN FARM SA","1 WREN COURT, CRAIGBURN FARM, SOUTH AUSTRALIA, 5051",No. 1,100,-35.034072120550185,138.6144821167096,No,,
671,BLACKWOOD MAIN-469,BLACKWOOD MAIN,WYLY LANE,CRAFERS WEST,WYLY LANE,CRAFERS WEST,WYLY LANE|CRAFERS WEST,No,Accepted,Accepted,Active,"2 WYLY LANE, CRAFERS WEST SA","2 WYLY LANE, CRAFERS WEST, SOUTH AUSTRALIA, 5152",No. 2,100,-34.99733351926353,138.68827435677446,No,,
672,CORO STREETS-107,CORO STREETS,WYNDHAM DRIVE,COROMANDEL VALLEY,WYNDHAM DRIVE,COROMANDEL VALLEY,WYNDHAM DRIVE|COROMANDEL VALLEY,No,Accepted,Accepted,Active,"1 WYNDHAM DRIVE, COROMANDEL VALLEY SA","1 WYNDHAM DRIVE, COROMANDEL VALLEY, SOUTH AUSTRALIA, 5051",No. 1,100,-35.04836390037944,138.61488431872343,No,,
673,BLACKWOOD MAIN-470,BLACKWOOD MAIN,WYOMING CRESCENT,GLENALTA,WYOMING CRESCENT,GLENALTA,WYOMING CRESCENT|GLENALTA,No,Accepted,Accepted,Active,"2 WYOMING CRESCENT, GLENALTA SA","2 WYOMING CRESCENT, GLENALTA, SOUTH AUSTRALIA, 5052",No. 2,100,-35.00766500566793,138.63089910992207,No,,
674,BLACKWOOD MAIN-471,BLACKWOOD MAIN,YALANDA STREET,EDEN HILLS,YALANDA STREET,EDEN HILLS,YALANDA STREET|EDEN HILLS,No,Accepted,Accepted,Active,"1 YALANDA STREET, EDEN HILLS SA","1 YALANDA STREET, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.023213021950745,138.6029530964895,No,,
675,BLACKWOOD MAIN-472,BLACKWOOD MAIN,YALPARA STREET,EDEN HILLS,YALPARA STREET,EDEN HILLS,YALPARA STREET|EDEN HILLS,No,Accepted,Accepted,Active,"1 YALPARA STREET, EDEN HILLS SA","1 YALPARA STREET, EDEN HILLS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.01985736569751,138.59824354393936,No,,
676,BLACKWOOD MAIN-473,BLACKWOOD MAIN,YORKE AVENUE,BELAIR,YORKE AVENUE,BELAIR,YORKE AVENUE|BELAIR,No,Accepted,Accepted,Active,"1 YORKE AVENUE, BELAIR SA","1 YORKE AVENUE, BELAIR, SOUTH AUSTRALIA, 5052",No. 1,100,-35.0025053995597,138.61898567636632,No,,
677,BLACKWOOD MAIN-474,BLACKWOOD MAIN,YOUNG STREET,BLACKWOOD,YOUNG STREET,BLACKWOOD,YOUNG STREET|BLACKWOOD,No,Accepted,Accepted,Active,"2 YOUNG STREET, BLACKWOOD SA","2 YOUNG STREET, BLACKWOOD, SOUTH AUSTRALIA, 5051",No. 2,100,-35.019266603694895,138.61504299373286,No,,
678,BLACKWOOD MAIN-475,BLACKWOOD MAIN,YURILLA DRIVE,BELLEVUE HEIGHTS,YURILLA DRIVE,BELLEVUE HEIGHTS,YURILLA DRIVE|BELLEVUE HEIGHTS,No,Accepted,Accepted,Active,"1 YURILLA DRIVE, BELLEVUE HEIGHTS SA","1 YURILLA DRIVE, BELLEVUE HEIGHTS, SOUTH AUSTRALIA, 5050",No. 1,100,-35.02410121065266,138.58157964387365,No,,
